ID,단원,난이도,문제,정답,풀이
grade3_1st_step_254,1-6단원. 분수와 소수 (분수와 소수의 기초),3,분모가 9이고 분자가 4인 분수를 써보세요,4/9,"엄마(분모)인 9를 아래에 쓰고 아들(분자)인 4를 위에 쓰면 돼. 읽을 때는 아래부터 9분의 4라고 읽어주렴!"
grade3_1st_step_255,1-6단원. 분수와 소수 (분수와 소수의 기초),3,1/5과 3/5 중 어느 것이 더 큽니까?,3/5,"똑같이 5조각으로 나눈 피자가 있다고 생각해봐. 1조각 먹는 것보다 3조각 먹는 게 더 많이 먹는 거겠지? 그래서 3/5이 더 크단다."
grade3_1st_step_256,1-6단원. 분수와 소수 (분수와 소수의 기초),3,분자가 1인 분수를 무엇이라고 합니까?,단위분수,"분자가 1인 분수들은 크기를 비교하는 기준이 된다고 해서 '단위분수'라고 불러. 1/2 1/3 1/4 같은 친구들이 여기 속해."
grade3_1st_step_257,1-6단원. 분수와 소수 (분수와 소수의 기초),3,1/4과 1/6 중 어느 것이 더 큽니까?,1/4,"이건 조심해야 해! 피자를 4명이 나눠 먹을 때랑 6명이 나눠 먹을 때 중 언제 한 조각이 더 클까? 적게 나눌수록 한 조각은 커지니까 1/4이 더 크단다."
grade3_1st_step_258,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.1이 7개 있으면 얼마입니까?,0.7,"0.1은 1을 열 개로 나눈 것 중 하나야. 이게 7개 모이면 소수점을 그대로 두고 0.7이라고 쓴단다."
grade3_1st_step_259,1-6단원. 분수와 소수 (분수와 소수의 기초),3,1cm 5mm를 소수를 사용해서 cm로 나타내면?,1.5cm,"10mm가 1cm니까 5mm는 0.5cm라고 할 수 있어. 원래 있던 1cm와 합치면 1.5cm가 되는 거지."
grade3_1st_step_260,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.4와 0.6 중 어느 것이 더 큽니까?,0.6,"소수점 뒤의 숫자가 클수록 더 큰 수야. 4개 있는 것보다 6개 있는 게 더 많으니까 0.6이 더 크단다."
grade3_1st_step_261,1-6단원. 분수와 소수 (분수와 소수의 기초),3,3/10을 소수로 나타내면 얼마입니까?,0.3,"분모가 10인 분수는 소수로 아주 쉽게 바꿀 수 있어. 10개 중의 3개니까 소수 첫째 자리에 3을 써서 0.3이 되는 거야."
grade3_1st_step_262,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.9보다 0.1만큼 더 큰 수는?,1,"0.9에서 0.1이 더해지면 10이 되면서 소수점이 앞으로 넘어가. 그래서 1.0 즉 그냥 1이 되는 거란다."
grade3_1st_step_263,1-6단원. 분수와 소수 (분수와 소수의 기초),3,4와 0.8만큼 더 큰 수를 소수로 나타내면?,4.8,"자연수 4와 소수 0.8이 만나면 점을 사이에 두고 4.8이라고 써주면 돼. 4와 8이 친해진 모양이지?"
grade3_1st_step_264,1-6단원. 분수와 소수 (분수와 소수의 기초),3,분수 6/6은 자연수 얼마와 같습니까?,1,"피자 6조각 중에 6조각을 다 먹었네? 그럼 피자 한 판을 다 먹은 거랑 똑같지? 그래서 분모와 분자가 같으면 항상 1이 된단다."
grade3_1st_step_265,1-6단원. 분수와 소수 (분수와 소수의 기초),3,단위분수 중에서 분모가 커질수록 분수의 크기는 어떻게 되나요?,작아집니다,"분모가 커진다는 건 더 많은 사람과 나눠야 한다는 뜻이야. 그럼 내 몫은 점점 줄어들겠지? 그래서 크기는 작아진단다."
grade3_1st_step_266,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.5를 분수로 나타내면 얼마입니까?,5/10,"소수 한 자릿수는 분모가 10인 분수로 바꿀 수 있어. 점 뒤에 5가 있으니 10분의 5가 되는 거지!"
grade3_1st_step_267,1-6단원. 분수와 소수 (분수와 소수의 기초),3,7/10과 0.8 중 어느 것이 더 큽니까?,0.8,"비교하려면 모양을 맞춰야 해. 7/10은 0.7이지? 0.7보다 0.8이 더 크니까 정답은 0.8이란다."
grade3_1st_step_268,1-6단원. 분수와 소수 (분수와 소수의 기초),3,10분의 12를 소수로 나타내면?,1.2,"분자가 분모보다 더 크네? 10개 중 10개는 1이 되고 남은 2개는 0.2가 되니까 합쳐서 1.2라고 쓴단다."
grade3_1st_step_269,1-6단원. 분수와 소수 (분수와 소수의 기초),3,5.3은 0.1이 몇 개 모인 수입니까?,53개,"1 안에 0.1이 10개 들어있지? 그럼 5 안에는 50개 들어있고 뒤에 3개가 더 있으니까 모두 53개가 되는 거야."
grade3_1st_step_270,1-6단원. 분수와 소수 (분수와 소수의 기초),3,색종이를 똑같이 8조각 내어 그중 5조각을 썼습니다 남은 부분은 분수로?,3/8,"8조각 중 5조각을 썼으면 3조각이 남았겠지? 그래서 남은 부분은 8분의 3이라고 해야 해. 문제를 잘 읽어야 한단다!"
grade3_1st_step_271,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.2 - 0.1의 값은?,0.1,"소수의 뺄셈도 자연수랑 똑같아. 2에서 1을 빼면 1이지? 거기에 소수점만 잊지 말고 찍어주면 0.1이 돼."
grade3_1st_step_272,1-6단원. 분수와 소수 (분수와 소수의 기초),3,1/9 1/5 1/2 중에서 가장 큰 분수는?,1/2,"분자가 모두 1일 때는 분모가 가장 작은 친구가 대장이야! 2명만 나누는 게 제일 많이 먹으니까 1/2이 제일 커."
grade3_1st_step_273,1-6단원. 분수와 소수 (분수와 소수의 기초),3,소수점 아래 첫째 자리 숫자가 6인 소수 중 가장 작은 수는?,0.6,"자연수 부분이 0일 때가 가장 작으니까 정답은 0.6이야. 1.6이나 2.6은 0.6보다 훨씬 크겠지?"
grade3_1st_step_274,1-6단원. 분수와 소수 (분수와 소수의 기초),3,4/7은 1/7이 몇 개 모인 것입니까?,4개,"단위분수인 1/7이 하나 둘 셋 네 개 모여야 4/7가 된단다. 분자가 바로 단위분수의 개수를 알려주는 거야."
grade3_1st_step_275,1-6단원. 분수와 소수 (분수와 소수의 기초),3,6.0과 6은 같은 수입니까?,예,"소수점 뒤에 0만 있을 때는 생략할 수 있어. 그래서 6.0이나 6은 완전히 똑같은 값을 나타낸단다."
grade3_1st_step_276,1-6단원. 분수와 소수 (분수와 소수의 기초),3,어떤 분수의 분모가 5이고 분자가 분모보다 2 작습니다 이 분수는?,3/5,"분모가 5라고 했지? 분자는 5보다 2 작은 3이 되겠네. 그럼 아래에 5 위에 3을 써서 3/5이 정답이야."
grade3_1st_step_277,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.7과 1/2 중 어느 것이 더 큽니까?,0.7,"1/2은 절반이니까 소수로 하면 0.5야. 0.5보다 0.7이 더 크니까 정답은 0.7이 된단다. 조금 어려웠지?"
grade3_1st_step_278,1-6단원. 분수와 소수 (분수와 소수의 기초),3,사과 10개 중 4개를 먹었습니다 남은 사과를 소수로 나타내면?,0.6,"10개 중 4개를 먹었으면 6개가 남았지? 10개 중의 6개는 분수로 6/10이고 소수로 바꾸면 0.6이 된단다."
grade3_1st_step_279,1-6단원. 분수와 소수 (분수와 소수의 기초),3,분수 2/3는 어떻게 읽습니까?,삼분의 이,"분수는 항상 아래에 있는 분모부터 읽어주는 게 약속이야. 그래서 삼분의 이라고 읽어야 한단다."
grade3_1st_step_280,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.1이 24개 있으면 얼마입니까?,2.4,"10개가 모이면 1이 되지? 그럼 20개는 2가 되고 남은 4개는 0.4가 되니까 합쳐서 2.4라고 쓰면 돼."
grade3_1st_step_281,1-6단원. 분수와 소수 (분수와 소수의 기초),3,가장 작은 소수 한 자릿수는 무엇입니까?,0.1,"소수 첫째 자리에서 가장 작은 숫자는 1이야. 그래서 0.1이 우리가 배우는 소수 중에서 가장 작단다."
grade3_1st_step_282,1-6단원. 분수와 소수 (분수와 소수의 기초),3,분수 1/2과 크기가 같은 분수는 2/4일까요?,예,"피자를 2조각 내서 1개 먹나 4조각 내서 2개 먹나 결국 절반을 먹는 건 똑같지? 그래서 두 분수는 크기가 같아."
grade3_1st_step_283,1-6단원. 분수와 소수 (분수와 소수의 기초),3,3.5에서 5는 어느 자리 숫자입니까?,소수 첫째 자리,"점 바로 뒤에 있는 자리를 '소수 첫째 자리'라고 불러. 여기서는 5가 그 자리를 차지하고 있네!"
grade3_1st_step_284,1-6단원. 분수와 소수 (분수와 소수의 기초),3,분모가 10인 분수만 소수로 바꿀 수 있나요?,아니오,"나중에는 분모가 10이 아니어도 소수로 바꿀 수 있게 돼! 하지만 지금은 분모가 10인 친구들과 먼저 친해지자."
grade3_1st_step_285,1-6단원. 분수와 소수 (분수와 소수의 기초),3,1보다 0.2만큼 더 작은 수는?,0.8,"1은 1.0이랑 똑같아. 1.0에서 0.2를 빼면 0.8이 남겠지? 10에서 2를 빼는 것과 비슷하단다."
grade3_1st_step_286,1-6단원. 분수와 소수 (분수와 소수의 기초),3,7/8과 1/8 중 1에 더 가까운 분수는?,7/8,"7/8은 1조각만 더 있으면 전체(1)가 되지? 1/8은 아직 많이 남았어. 그래서 7/8이 1에 훨씬 더 가깝단다."
grade3_1st_step_287,1-6단원. 분수와 소수 (분수와 소수의 기초),3,9.4에서 자연수 부분은 얼마입니까?,9,"소수점 앞에 있는 숫자를 자연수 부분이라고 해. 여기서는 9가 자연수고 0.4가 소수 부분이란다."
grade3_1st_step_288,1-6단원. 분수와 소수 (분수와 소수의 기초),3,1/3을 세 번 더하면 얼마가 됩니까?,1,"1/3 + 1/3 + 1/3은 3/3이지? 아까 분모와 분자가 같으면 얼마라고 했더라? 맞아 바로 1이 된단다."
grade3_1st_step_289,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.5는 1의 절반입니까?,예,"소수 0.5는 분수로 5/10이고 이건 딱 절반을 뜻해. 그래서 1의 절반이라고 말할 수 있단다."
grade3_1st_step_290,1-6단원. 분수와 소수 (분수와 소수의 기초),3,숫자 카드 0 3 5를 한 번씩 써서 만들 수 있는 가장 큰 소수는?,5.3,"가장 큰 수를 만들려면 자연수 자리에 가장 큰 숫자를 놓아야 해. 그래서 5를 앞에 두고 3을 뒤에 둔 5.3이 정답이야."
grade3_1st_step_291,1-6단원. 분수와 소수 (분수와 소수의 기초),3,1/4이 4개 모이면 얼마입니까?,1,"분모만큼 개수가 모이면 항상 1이 된다는 걸 잊지 마! 4조각 중에 4조각은 피자 한 판 전체니까!"
grade3_1st_step_292,1-6단원. 분수와 소수 (분수와 소수의 기초),3,8.2는 8보다 얼마나 더 큰가요?,0.2,"8.2는 8에다가 0.2를 더 보태준 수야. 그래서 8보다 0.2만큼 더 크다고 말하면 된단다."
grade3_1st_step_293,1-6단원. 분수와 소수 (분수와 소수의 기초),3,두 분수 4/9와 7/9 중 더 작은 것은?,4/9,"분모가 같을 때는 분자가 작을수록 분수도 작아져. 7개보다 4개가 더 적으니까 4/9가 더 작은 거야."
grade3_1st_step_294,1-6단원. 분수와 소수 (분수와 소수의 기초),3,길이가 0.6m인 끈과 0.4m인 끈을 이으면 총 몇 m?,1m,"0.6과 0.4를 더하면 1.0이 되지? 소수점 뒤의 0을 생략하면 딱 1m가 된단다. 깔끔하게 이어졌네!"
grade3_1st_step_295,1-6단원. 분수와 소수 (분수와 소수의 기초),3,분수 1/10을 소수로 읽으면?,영 점 일,"분수 1/10은 소수 0.1과 같아. 이걸 읽을 때는 '영 점 일'이라고 예쁘게 읽어주면 된단다."
grade3_1st_step_296,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.3이 10개 모이면 자연수 얼마가 되나요?,3,"0.3이 10개면 3.0이 되겠지? 점 뒤의 0을 지우면 우리가 아는 자연수 3이 되는 거야. 숫자가 껑충 뛰었네!"
grade3_1st_step_297,1-6단원. 분수와 소수 (분수와 소수의 기초),3,1/11과 1/12 중 어느 것이 더 작습니까?,1/12,"조각을 더 많이 낼수록 한 조각의 크기는 작아진다고 했지? 12조각 낸 것 중 하나가 더 작으니까 1/12이 정답이야."
grade3_1st_step_298,1-6단원. 분수와 소수 (분수와 소수의 기초),3,5.5보다 0.5 큰 수는 얼마입니까?,6,"5.5에서 0.5를 더하면 6.0이 돼. 그래서 정답은 자연수 6이란다. 반올림하는 기분이지?"
grade3_1st_step_299,1-6단원. 분수와 소수 (분수와 소수의 기초),3,분모가 5인 단위분수는 무엇입니까?,1/5,"단위분수는 분자가 무조건 1이어야 해. 분모가 5라고 했으니 정답은 1/5이 되는 거지. 참 잘했어!"
grade3_1st_step_300,1-6단원. 분수와 소수 (분수와 소수의 기초),3,0.1부터 0.9까지 소수 중 0.5보다 큰 것은 몇 개입니까?,4개,"0.6 0.7 0.8 0.9 이렇게 네 개가 있단다. 0.5는 같으니까 포함하면 안 돼! 마지막 문제까지 정말 고생 많았어!"
grade3_2st_step_301,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,234 * 2의 값은 얼마입니까?,468,"세 자릿수 곱셈도 겁먹지 마! 일의 자리부터 4*2=8, 십의 자리 3*2=6, 백의 자리 2*2=4를 차례대로 써주면 돼. 정답은 468이란다."
grade3_2st_step_302,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,126 * 3의 값은 얼마입니까?,378,"일의 자리 6*3=18이라 8을 쓰고 1을 올리자. 십의 자리 2*3=6에 1을 더하면 7! 백의 자리 1*3=3이니까 정답은 378이야."
grade3_2st_step_303,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,사과가 한 상자에 215개씩 4상자 있습니다 사과는 모두 몇 개일까요?,860,"215 곱하기 4를 해보자. 5*4=20이라 0 쓰고 2 올리고, 1*4=4에 2 더해서 6, 2*4=8! 그래서 모두 860개가 된단다."
grade3_2st_step_304,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,421 * 5의 값은 얼마입니까?,2105,"백의 자리 숫자가 커서 천의 자리까지 넘어가겠는걸? 1*5=5, 2*5=10이라 0 쓰고 1 올리고, 4*5=20에 1 더해서 21! 정답은 2105야."
grade3_2st_step_305,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,20 * 30의 값은 얼마입니까?,600,"(몇십) 곱하기 (몇십)이네! 2와 3을 먼저 곱해서 6을 쓰고, 뒤에 있는 0 두 개를 나란히 붙여주면 돼. 그래서 600이 정답이야."
grade3_2st_step_306,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,15 * 20의 값은 얼마입니까?,300,"15에 2를 먼저 곱해볼까? 그럼 30이지? 거기에 20에 있던 0 하나를 더 붙여주면 300이 된단다. 0의 개수를 잘 세어야 해!"
grade3_2st_step_307,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,한 줄에 12명씩 13줄로 서 있습니다 사람은 모두 몇 명입니까?,156,"(두 자릿수) 곱하기 (두 자릿수) 문제야! 12 곱하기 13을 세로셈으로 차근차근 계산해보면 156명이 나온단다. 자릿수를 잘 맞춰야 해!"
grade3_2st_step_308,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,24 * 11의 값은 얼마입니까?,264,"24 곱하기 10은 240이고, 거기다 24를 한 번 더 더하면 되겠지? 그럼 264가 돼. 11을 곱하는 건 아주 재밌는 계산이야!"
grade3_2st_step_309,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,어떤 수에 7을 곱했더니 847이 되었습니다 어떤 수는?,121,"거꾸로 계산하려면 847을 7로 나눠보면 되겠지? 800 나누기 7은 안 되니까 앞에서부터 차례대로 나누면 121이 나온단다."
grade3_2st_step_310,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,32 * 23의 값은 얼마입니까?,736,"먼저 32 곱하기 3을 하면 96이고, 32 곱하기 20을 하면 640이지? 이 둘을 더하면 736이 된단다. 연습장에 꼭 써서 풀어봐!"
grade3_2st_step_311,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,512 * 3의 값은 얼마입니까?,1536,"2*3=6, 1*3=3, 5*3=15! 백의 자리에서 올림이 생겨서 천의 자리 숫자가 1이 되었네? 정답은 1536이란다."
grade3_2st_step_312,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,한 묶음에 연필이 12자루씩 25묶음 있습니다 연필은 모두 몇 자루인가요?,300,"12 곱하기 25를 해보자. 12를 4번 더하면 100이 되듯이, 25 곱하기 12를 하면 딱 300자루가 된단다. 숫자가 참 예쁘지?"
grade3_2st_step_313,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,105 * 6의 값은 얼마입니까?,630,"5*6=30이라 0 쓰고 3 올리고, 0*6=0인데 올린 3을 써줘. 1*6=6이니까 정답은 630이야. 가운데 0이 있을 때 조심해!"
grade3_2st_step_314,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,40 * 50의 값은 얼마입니까?,2000,"4와 5를 곱하면 20이지? 거기에 0 두 개를 더 붙여야 하니까 2000이 되는 거야. 0이 세 개나 생겼네!"
grade3_2st_step_315,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,62 * 14의 값은 얼마입니까?,868,"62 곱하기 4는 248, 62 곱하기 10은 620이야. 둘을 더하면 868이 되지? 세로셈으로 줄을 잘 맞춰야 안 틀려!"
grade3_2st_step_316,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,222 * 4의 값은 얼마입니까?,888,"모든 자릿수에 2*4=8을 써주면 돼. 백의 자리 십의 자리 일의 자리 모두 8이라 정답은 888이야. 보기에 참 좋지?"
grade3_2st_step_317,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,어제는 사탕을 132개 팔았고 오늘은 어제의 3배를 팔았습니다 오늘은 몇 개 팔았나요?,396,"3배라고 했으니 132 곱하기 3을 하면 돼. 2*3=6, 3*3=9, 1*3=3이니까 정답은 396개란다."
grade3_2st_step_318,2-1단원. 곱셈 (세 자리 수 × 한 자리 수 / 두 자리 수 × 두 자리 수),3,18 * 40의 값은 얼마입니까?,720,"먼저 18 곱하기 4를 해봐. 72가 나오지? 거기에 40에 있던 0을 하나 쓱 붙여서 720이라고 하면 된단다."
